,day_of_week,start_hour,start_station_id,start_station_longitude,start_station_latitude,ride_start_date
27365,Wed,7,486,-73.98855723,40.7462009,2013-09-18
27366,Sat,13,461,-73.98205027,40.73587678,2013-09-14
27367,Sat,11,352,-73.97722479,40.76340613,2013-09-07
27368,Thu,17,388,-74.00295035,40.74971775,2013-09-19
27369,Sun,9,317,-73.98185424,40.72453734,2013-09-29
27370,Wed,15,285,-73.99074142,40.73454567,2013-09-25
27371,Thu,17,455,-73.96905301,40.75001986,2013-09-05
27372,Wed,18,410,-73.98517977,40.72066442,2013-09-25
27373,Thu,18,151,-73.99720307,40.7218158,2013-09-19
27374,Tue,14,268,-73.99973337,40.71910537,2013-09-10
27375,Mon,16,253,-73.99453948,40.73543934,2013-09-23
27376,Fri,7,527,-73.97434726,40.74315566,2013-09-13
27377,Sat,18,146,-74.0091059,40.71625008,2013-09-14
27378,Fri,6,244,-73.96536851,40.69196035,2013-09-20
27379,Sat,14,459,-74.007756,40.746745,2013-09-28
27380,Wed,23,422,-73.988038,40.770513,2013-09-25
27381,Wed,8,174,-73.97738662,40.7381765,2013-09-04
27382,Fri,17,150,-73.98085795,40.7208736,2013-09-13
27383,Sun,14,3002,-74.015756,40.711512,2013-09-01
27384,Mon,20,238,-74.00859207,40.7361967,2013-09-02
27385,Thu,7,360,-74.00887308,40.70717936,2013-09-12
27386,Tue,3,361,-73.99190759,40.71605866,2013-09-17
27387,Sat,13,366,-73.968896,40.693261,2013-09-14
27388,Sat,11,380,-74.00293877,40.73401143,2013-09-07
27389,Wed,9,531,-73.99266288,40.71893904,2013-09-11
27390,Fri,18,363,-74.01713445,40.70834698,2013-09-06
27391,Thu,21,151,-73.99720307,40.7218158,2013-09-05
27392,Fri,17,499,-73.98191841,40.76915505,2013-09-27
27393,Tue,11,478,-73.99884222,40.76030096,2013-09-10
27394,Fri,10,173,-73.98442659,40.76064679,2013-09-20
27395,Wed,18,2021,-73.98859651,40.75929124,2013-09-11
27396,Wed,18,379,-73.9916,40.749156,2013-09-18
27397,Sun,0,504,-73.98165557,40.73221853,2013-09-29
27398,Mon,18,518,-73.9734419,40.74780373,2013-09-09
27399,Thu,18,233,-73.98963911,40.69246277,2013-09-26
27400,Mon,20,410,-73.98517977,40.72066442,2013-09-30
27401,Sat,17,336,-73.99906065,40.73047747,2013-09-07
27402,Sat,10,523,-73.99138152,40.75466591,2013-09-14
27403,Wed,18,458,-74.005226,40.751396,2013-09-25
27404,Thu,15,526,-73.98490707,40.74765947,2013-09-05
27405,Mon,10,382,-73.99200509,40.73492695,2013-09-30
27406,Mon,14,431,-73.98263429,40.68864636,2013-09-09
27407,Thu,9,242,-73.97350332,40.69788349,2013-09-05
27408,Tue,15,405,-74.008119,40.739323,2013-09-03
27409,Sun,0,467,-73.97895137,40.68312489,2013-09-22
27410,Sat,22,290,-73.96478473,40.76020258,2013-09-28
27411,Fri,18,357,-73.99158043,40.73261787,2013-09-20
27412,Sat,19,387,-74.0046073,40.71273266,2013-09-28
27413,Thu,15,444,-73.98915076,40.7423543,2013-09-19
27414,Tue,16,444,-73.98915076,40.7423543,2013-09-17
27415,Sat,17,236,-73.98713956,40.7284186,2013-09-28
27416,Fri,22,461,-73.98205027,40.73587678,2013-09-13
27417,Sat,15,151,-73.99720307,40.7218158,2013-09-28
27418,Thu,8,317,-73.98185424,40.72453734,2013-09-26
27419,Mon,9,487,-73.97573881,40.73314259,2013-09-30
27420,Mon,21,486,-73.98855723,40.7462009,2013-09-23
27421,Mon,16,318,-73.9779874,40.75320159,2013-09-23
27422,Wed,14,380,-74.00293877,40.73401143,2013-09-04
27423,Tue,11,147,-74.01121978,40.71542197,2013-09-24
27424,Wed,23,252,-73.99852205,40.73226398,2013-09-11
27425,Sat,23,150,-73.98085795,40.7208736,2013-09-28
27426,Sat,10,254,-73.99800419,40.73532427,2013-09-28
27427,Fri,17,293,-73.9907647,40.73028666,2013-09-06
27428,Wed,7,448,-73.9979009,40.75660359,2013-09-11
27429,Sat,19,318,-73.9779874,40.75320159,2013-09-07
27430,Sat,11,229,-73.99379025,40.72743423,2013-09-07
27431,Thu,11,435,-73.99415556,40.74173969,2013-09-19
27432,Mon,19,316,-74.00653609,40.70955958,2013-09-09
27433,Fri,18,476,-73.97966069,40.74394314,2013-09-20
27434,Sat,7,263,-73.996375,40.71729,2013-09-07
27435,Fri,17,251,-73.99480012,40.72317958,2013-09-20
27436,Fri,16,362,-73.98753523,40.75172632,2013-09-13
27437,Mon,16,457,-73.98169333,40.76695317,2013-09-16
27438,Fri,17,478,-73.99884222,40.76030096,2013-09-27
27439,Mon,18,517,-73.97798848,40.75149263,2013-09-16
27440,Fri,15,382,-73.99200509,40.73492695,2013-09-13
27441,Fri,17,248,-74.00771779,40.72185379,2013-09-20
27442,Mon,12,351,-74.00612572,40.70530954,2013-09-23
27443,Thu,9,285,-73.99074142,40.73454567,2013-09-05
27444,Wed,15,519,-73.97770164,40.75188406,2013-09-04
27445,Mon,16,168,-73.99456405,40.73971301,2013-09-23
27446,Tue,14,327,-74.01658354,40.7153379,2013-09-17
27447,Thu,8,346,-74.00618026,40.73652889,2013-09-19
27448,Thu,9,521,-73.99481051,40.75044999,2013-09-05
27449,Fri,7,492,-73.99093085,40.75019995,2013-09-13
27450,Thu,18,315,-74.00670227,40.70355377,2013-09-26
27451,Fri,11,540,-73.98320928,40.74147286,2013-09-27
27452,Wed,12,284,-74.00263761,40.73901691,2013-09-25
27453,Wed,14,499,-73.98191841,40.76915505,2013-09-04
27454,Tue,16,212,-74.00681753,40.74334935,2013-09-10
27455,Thu,13,524,-73.98316936,40.75527307,2013-09-19
27456,Fri,17,498,-73.98808416,40.74854862,2013-09-13
27457,Sat,18,264,-74.00731853,40.70706456,2013-09-21
27458,Sat,10,306,-74.00530063,40.70823502,2013-09-21
27459,Thu,7,414,-73.98765762,40.70281858,2013-09-26
27460,Tue,16,336,-73.99906065,40.73047747,2013-09-24
27461,Tue,7,477,-73.9900262,40.75640548,2013-09-10
27462,Thu,9,402,-73.98955109,40.7403432,2013-09-19
27463,Sat,13,478,-73.99884222,40.76030096,2013-09-07
27464,Sun,15,239,-73.9813018,40.69196566,2013-09-01
27465,Wed,6,267,-73.98765428,40.75097711,2013-09-04
27466,Wed,19,456,-73.97402311,40.7597108,2013-09-18
27467,Sat,18,493,-73.98291153,40.7568001,2013-09-14
27468,Tue,17,342,-73.98016555,40.71739973,2013-09-24
27469,Wed,6,72,-73.99392888,40.76727216,2013-09-11
27470,Tue,7,518,-73.9734419,40.74780373,2013-09-17
27471,Fri,17,309,-74.013012,40.7149787,2013-09-13
27472,Thu,19,301,-73.98368779,40.72217444,2013-09-26
27473,Fri,4,284,-74.00263761,40.73901691,2013-09-13
27474,Wed,19,442,-73.993915,40.746647,2013-09-18
27475,Thu,15,2022,-73.95920622,40.75849116,2013-09-05
27476,Sun,18,263,-73.996375,40.71729,2013-09-15
27477,Thu,11,509,-74.00197139,40.7454973,2013-09-05
27478,Fri,16,363,-74.01713445,40.70834698,2013-09-20
27479,Mon,7,496,-73.99238967,40.73726186,2013-09-16
27480,Mon,17,462,-74.00451887,40.74691959,2013-09-16
27481,Wed,17,472,-73.98194829,40.7457121,2013-09-18
27482,Tue,17,284,-74.00263761,40.73901691,2013-09-10
27483,Sat,14,336,-73.99906065,40.73047747,2013-09-07
27484,Wed,19,536,-73.97536082,40.74144387,2013-09-25
27485,Sun,21,473,-73.9919254,40.72110063,2013-09-01
27486,Tue,8,526,-73.98490707,40.74765947,2013-09-17
27487,Wed,9,161,-73.99810231,40.72917025,2013-09-25
27488,Thu,8,376,-74.00722156,40.70862144,2013-09-12
27489,Wed,15,538,-73.97787642,40.75795248,2013-09-04
27490,Wed,3,248,-74.00771779,40.72185379,2013-09-18
27491,Sun,16,482,-73.99931783,40.73935542,2013-09-15
27492,Fri,16,489,-74.00176802,40.75066386,2013-09-06
27493,Thu,16,337,-74.00838676,40.7037992,2013-09-26
27494,Sat,13,435,-73.99415556,40.74173969,2013-09-28
27495,Thu,6,487,-73.97573881,40.73314259,2013-09-05
27496,Fri,19,307,-73.98990025,40.71427487,2013-09-20
27497,Sat,15,538,-73.97787642,40.75795248,2013-09-07
27498,Mon,10,174,-73.97738662,40.7381765,2013-09-02
27499,Tue,8,2012,-73.976806,40.739445,2013-09-17
27500,Tue,15,328,-74.00965965,40.72405549,2013-09-10
27501,Thu,8,533,-73.98721619,40.75299641,2013-09-12
27502,Fri,18,263,-73.996375,40.71729,2013-09-20
27503,Tue,17,496,-73.99238967,40.73726186,2013-09-10
27504,Thu,18,293,-73.9907647,40.73028666,2013-09-26
27505,Tue,9,410,-73.98517977,40.72066442,2013-09-03
27506,Mon,3,504,-73.98165557,40.73221853,2013-09-09
27507,Mon,13,296,-73.9970468,40.71413089,2013-09-09
27508,Sun,14,459,-74.007756,40.746745,2013-09-22
27509,Wed,9,127,-74.00674436,40.73172428,2013-09-11
27510,Mon,8,453,-73.99915362,40.74475148,2013-09-16
27511,Fri,13,116,-74.00149746,40.74177603,2013-09-06
27512,Mon,20,470,-74.00004031,40.74345335,2013-09-16
27513,Sun,13,521,-73.99481051,40.75044999,2013-09-22
27514,Fri,18,307,-73.98990025,40.71427487,2013-09-06
27515,Tue,17,334,-73.99726235,40.74238787,2013-09-03
27516,Tue,7,223,-73.99994661,40.73781509,2013-09-10
27517,Wed,9,271,-73.97805813,40.68528172,2013-09-11
27518,Tue,11,325,-73.98473765,40.73624527,2013-09-24
27519,Tue,9,498,-73.98808416,40.74854862,2013-09-17
27520,Fri,12,510,-73.98042047,40.7606597,2013-09-20
27521,Fri,13,435,-73.99415556,40.74173969,2013-09-06
27522,Sun,12,297,-73.986923,40.734232,2013-09-22
27523,Mon,16,387,-74.0046073,40.71273266,2013-09-30
27524,Thu,19,497,-73.99009296,40.73704984,2013-09-26
27525,Fri,18,442,-73.993915,40.746647,2013-09-06
27526,Wed,6,312,-73.989111,40.722055,2013-09-11
27527,Thu,11,489,-74.00176802,40.75066386,2013-09-12
27528,Fri,17,304,-74.01361706,40.70463334,2013-09-13
27529,Mon,12,497,-73.99009296,40.73704984,2013-09-16
27530,Fri,10,279,-73.98271933,40.69986937,2013-09-20
27531,Tue,11,434,-74.00366443,40.74317449,2013-09-17
27532,Mon,12,294,-73.9957214,40.73049393,2013-09-16
27533,Tue,17,293,-73.9907647,40.73028666,2013-09-24
27534,Sun,9,391,-73.99344559,40.69760127,2013-09-01
27535,Sat,17,393,-73.97995466,40.72299208,2013-09-14
27536,Fri,13,528,-73.97706058,40.74290902,2013-09-27
27537,Fri,9,501,-73.97121214,40.744219,2013-09-13
27538,Wed,13,167,-73.97604882,40.7489006,2013-09-25
27539,Fri,16,72,-73.99392888,40.76727216,2013-09-06
27540,Fri,9,143,-73.99337909,40.69239502,2013-09-06
27541,Sat,19,128,-74.00297088,40.72710258,2013-09-07
27542,Sun,13,336,-73.99906065,40.73047747,2013-09-29
27543,Sat,21,368,-74.00214988,40.73038599,2013-09-14
27544,Sat,11,414,-73.98765762,40.70281858,2013-09-14
27545,Mon,12,462,-74.00451887,40.74691959,2013-09-23
27546,Sat,18,461,-73.98205027,40.73587678,2013-09-28
27547,Wed,13,435,-73.99415556,40.74173969,2013-09-18
27548,Tue,8,294,-73.9957214,40.73049393,2013-09-24
27549,Sat,14,521,-73.99481051,40.75044999,2013-09-21
27550,Mon,21,307,-73.98990025,40.71427487,2013-09-02
27551,Sun,12,314,-73.99215922,40.69424674,2013-09-29
27552,Wed,19,2003,-73.98024289,40.73416059,2013-09-11
27553,Sun,11,383,-74.000271,40.735238,2013-09-22
27554,Thu,14,456,-73.97402311,40.7597108,2013-09-05
27555,Tue,18,329,-74.01020609,40.72043411,2013-09-03
27556,Wed,20,497,-73.99009296,40.73704984,2013-09-04
27557,Thu,16,533,-73.98721619,40.75299641,2013-09-19
27558,Tue,11,486,-73.98855723,40.7462009,2013-09-03
27559,Thu,11,531,-73.99266288,40.71893904,2013-09-26
27560,Mon,10,331,-73.99193043,40.71173107,2013-09-23
27561,Mon,18,476,-73.97966069,40.74394314,2013-09-09
27562,Fri,19,486,-73.98855723,40.7462009,2013-09-06
27563,Sat,17,247,-74.00483091,40.73535398,2013-09-14
27564,Mon,8,422,-73.988038,40.770513,2013-09-30
27565,Tue,13,485,-73.98338988,40.75038009,2013-09-24
27566,Fri,12,224,-74.00552427,40.71146364,2013-09-20
27567,Wed,22,401,-73.98997825,40.72019576,2013-09-04
27568,Thu,15,497,-73.99009296,40.73704984,2013-09-26
27569,Mon,11,274,-73.976682,40.68691865,2013-09-16
27570,Fri,9,435,-73.99415556,40.74173969,2013-09-06
27571,Mon,14,402,-73.98955109,40.7403432,2013-09-23
27572,Mon,0,368,-74.00214988,40.73038599,2013-09-02
27573,Sat,14,363,-74.01713445,40.70834698,2013-09-21
27574,Wed,16,490,-73.993934,40.751551,2013-09-11
27575,Mon,19,450,-73.98788205,40.76227205,2013-09-23
27576,Thu,12,336,-73.99906065,40.73047747,2013-09-19
27577,Tue,21,521,-73.99481051,40.75044999,2013-09-24
27578,Mon,18,459,-74.007756,40.746745,2013-09-09
27579,Sat,20,368,-74.00214988,40.73038599,2013-09-21
27580,Mon,19,400,-73.98178024,40.71926081,2013-09-30
27581,Sat,15,336,-73.99906065,40.73047747,2013-09-14
27582,Thu,18,521,-73.99481051,40.75044999,2013-09-05
27583,Mon,20,147,-74.01121978,40.71542197,2013-09-02
27584,Wed,9,238,-74.00859207,40.7361967,2013-09-04
27585,Mon,9,250,-73.99565293,40.72456089,2013-09-23
27586,Thu,18,545,-73.97809472,40.736502,2013-09-19
27587,Fri,15,444,-73.98915076,40.7423543,2013-09-20
27588,Sat,22,430,-73.98656928,40.7014851,2013-09-28
27589,Fri,8,151,-73.99720307,40.7218158,2013-09-06
27590,Wed,15,300,-73.990214,40.728145,2013-09-11
27591,Thu,1,454,-73.96592976,40.75455731,2013-09-26
27592,Tue,6,312,-73.989111,40.722055,2013-09-24
27593,Tue,8,339,-73.97422494,40.72580614,2013-09-10
27594,Fri,16,545,-73.97809472,40.736502,2013-09-06
27595,Wed,11,529,-73.99098507,40.7575699,2013-09-18
27596,Sat,16,514,-74.00277668,40.76087502,2013-09-28
27597,Fri,17,410,-73.98517977,40.72066442,2013-09-13
27598,Thu,12,352,-73.97722479,40.76340613,2013-09-05
27599,Mon,16,476,-73.97966069,40.74394314,2013-09-30
27600,Tue,12,351,-74.00612572,40.70530954,2013-09-17
27601,Sun,11,382,-73.99200509,40.73492695,2013-09-29
27602,Mon,9,146,-74.0091059,40.71625008,2013-09-23
27603,Sat,19,2003,-73.98024289,40.73416059,2013-09-21
27604,Sat,11,236,-73.98713956,40.7284186,2013-09-07
27605,Fri,17,448,-73.9979009,40.75660359,2013-09-20
27606,Sun,19,355,-73.99974372,40.71602118,2013-09-15
27607,Sat,15,334,-73.99726235,40.74238787,2013-09-14
27608,Tue,15,294,-73.9957214,40.73049393,2013-09-03
27609,Sun,18,398,-73.9999786,40.69165183,2013-09-08
27610,Wed,20,368,-74.00214988,40.73038599,2013-09-11
27611,Sat,19,253,-73.99453948,40.73543934,2013-09-07
27612,Thu,8,223,-73.99994661,40.73781509,2013-09-26
27613,Wed,9,435,-73.99415556,40.74173969,2013-09-11
27614,Sat,0,391,-73.99344559,40.69760127,2013-09-14
27615,Sat,17,404,-74.00550867,40.7405826,2013-09-21
27616,Sun,11,325,-73.98473765,40.73624527,2013-09-08
27617,Sun,14,545,-73.97809472,40.736502,2013-09-29
27618,Sat,18,284,-74.00263761,40.73901691,2013-09-07
27619,Tue,16,492,-73.99093085,40.75019995,2013-09-03
27620,Sun,11,438,-73.98564945,40.72779126,2013-09-15
27621,Sat,23,509,-74.00197139,40.7454973,2013-09-28
27622,Tue,18,476,-73.97966069,40.74394314,2013-09-03
27623,Mon,19,515,-73.99461843,40.76009437,2013-09-30
27624,Tue,12,450,-73.98788205,40.76227205,2013-09-10
27625,Mon,20,152,-74.00910627,40.71473993,2013-09-23
27626,Sat,16,300,-73.990214,40.728145,2013-09-14
27627,Wed,9,368,-74.00214988,40.73038599,2013-09-25
27628,Fri,15,484,-73.98014437,40.75500254,2013-09-13
27629,Mon,7,495,-73.99301222,40.76269882,2013-09-23
27630,Mon,18,285,-73.99074142,40.73454567,2013-09-30
27631,Tue,15,494,-73.99723551,40.74734825,2013-09-03
27632,Thu,16,195,-74.01043382,40.70905623,2013-09-05
27633,Fri,14,327,-74.01658354,40.7153379,2013-09-20
27634,Mon,19,402,-73.98955109,40.7403432,2013-09-16
27635,Wed,18,387,-74.0046073,40.71273266,2013-09-18
27636,Wed,19,284,-74.00263761,40.73901691,2013-09-25
27637,Sat,18,2006,-73.97634151,40.76590936,2013-09-21
27638,Tue,13,293,-73.9907647,40.73028666,2013-09-24
27639,Tue,13,168,-73.99456405,40.73971301,2013-09-03
27640,Mon,7,363,-74.01713445,40.70834698,2013-09-09
27641,Sat,14,352,-73.97722479,40.76340613,2013-09-28
27642,Tue,17,467,-73.97895137,40.68312489,2013-09-24
27643,Fri,9,492,-73.99093085,40.75019995,2013-09-13
27644,Mon,8,311,-73.98802084,40.7172274,2013-09-09
27645,Sat,12,335,-73.99404649,40.72903917,2013-09-14
27646,Wed,18,327,-74.01658354,40.7153379,2013-09-11
27647,Mon,11,525,-74.0021163,40.75594159,2013-09-02
27648,Mon,17,323,-73.98631746,40.69236178,2013-09-09
27649,Wed,8,475,-73.98758561,40.73524276,2013-09-11
27650,Tue,23,479,-73.9912551,40.76019252,2013-09-10
27651,Wed,8,167,-73.97604882,40.7489006,2013-09-25
27652,Wed,6,363,-74.01713445,40.70834698,2013-09-25
27653,Thu,17,498,-73.98808416,40.74854862,2013-09-19
27654,Thu,7,517,-73.97798848,40.75149263,2013-09-26
27655,Thu,8,327,-74.01658354,40.7153379,2013-09-26
27656,Wed,8,519,-73.97770164,40.75188406,2013-09-25
27657,Fri,21,285,-73.99074142,40.73454567,2013-09-27
27658,Thu,20,320,-74.00583475,40.71743998,2013-09-19
27659,Fri,9,151,-73.99720307,40.7218158,2013-09-13
27660,Thu,19,314,-73.99215922,40.69424674,2013-09-19
27661,Mon,18,465,-73.98658032,40.75513557,2013-09-02
27662,Mon,8,383,-74.000271,40.735238,2013-09-09
27663,Fri,18,536,-73.97536082,40.74144387,2013-09-06
27664,Fri,11,329,-74.01020609,40.72043411,2013-09-13
27665,Wed,13,442,-73.993915,40.746647,2013-09-25
27666,Thu,14,435,-73.99415556,40.74173969,2013-09-12
27667,Tue,16,2004,-74.004704,40.724399,2013-09-24
27668,Mon,13,248,-74.00771779,40.72185379,2013-09-02
27669,Wed,11,345,-73.99704374,40.73649403,2013-09-25
27670,Fri,0,319,-74.00937622,40.71336124,2013-09-20
27671,Wed,18,445,-73.98142006,40.72740794,2013-09-11
27672,Wed,8,317,-73.98185424,40.72453734,2013-09-25
27673,Wed,9,284,-74.00263761,40.73901691,2013-09-11
27674,Tue,18,388,-74.00295035,40.74971775,2013-09-17
27675,Thu,8,151,-73.99720307,40.7218158,2013-09-26
27676,Sun,15,380,-74.00293877,40.73401143,2013-09-08
27677,Fri,22,127,-74.00674436,40.73172428,2013-09-20
27678,Tue,14,404,-74.00550867,40.7405826,2013-09-10
27679,Sun,17,497,-73.99009296,40.73704984,2013-09-08
27680,Fri,18,405,-74.008119,40.739323,2013-09-20
27681,Mon,18,248,-74.00771779,40.72185379,2013-09-30
27682,Tue,18,507,-73.97973776,40.73912601,2013-09-17
27683,Mon,16,307,-73.98990025,40.71427487,2013-09-23
27684,Tue,18,496,-73.99238967,40.73726186,2013-09-03
27685,Thu,9,359,-73.97498696,40.75510267,2013-09-19
27686,Thu,15,509,-74.00197139,40.7454973,2013-09-26
27687,Sat,10,174,-73.97738662,40.7381765,2013-09-14
27688,Fri,21,387,-74.0046073,40.71273266,2013-09-13
27689,Wed,19,444,-73.98915076,40.7423543,2013-09-11
27690,Mon,8,461,-73.98205027,40.73587678,2013-09-09
27691,Tue,13,525,-74.0021163,40.75594159,2013-09-03
27692,Tue,12,466,-73.99144871,40.74395411,2013-09-17
27693,Thu,9,254,-73.99800419,40.73532427,2013-09-05
27694,Thu,22,311,-73.98802084,40.7172274,2013-09-19
27695,Wed,17,238,-74.00859207,40.7361967,2013-09-18
27696,Fri,12,522,-73.97207836,40.75714758,2013-09-06
27697,Tue,9,151,-73.99720307,40.7218158,2013-09-10
27698,Mon,7,350,-73.9870295,40.71559509,2013-09-30
27699,Tue,20,497,-73.99009296,40.73704984,2013-09-24
27700,Tue,7,496,-73.99238967,40.73726186,2013-09-17
27701,Mon,17,195,-74.01043382,40.70905623,2013-09-23
27702,Wed,10,311,-73.98802084,40.7172274,2013-09-18
27703,Sun,9,254,-73.99800419,40.73532427,2013-09-29
27704,Fri,11,195,-74.01043382,40.70905623,2013-09-20
27705,Fri,16,355,-73.99974372,40.71602118,2013-09-13
27706,Thu,20,229,-73.99379025,40.72743423,2013-09-19
27707,Thu,10,127,-74.00674436,40.73172428,2013-09-12
27708,Sun,8,386,-74.00234482,40.71494807,2013-09-01
27709,Thu,7,284,-74.00263761,40.73901691,2013-09-19
27710,Thu,17,470,-74.00004031,40.74345335,2013-09-12
27711,Sun,19,285,-73.99074142,40.73454567,2013-09-22
27712,Sun,1,428,-73.98783413,40.72467721,2013-09-29
27713,Thu,8,469,-73.98268129,40.76344058,2013-09-26
27714,Wed,20,461,-73.98205027,40.73587678,2013-09-25
27715,Tue,15,345,-73.99704374,40.73649403,2013-09-17
27716,Tue,9,521,-73.99481051,40.75044999,2013-09-03
27717,Fri,9,127,-74.00674436,40.73172428,2013-09-27
27718,Mon,13,128,-74.00297088,40.72710258,2013-09-02
27719,Sat,22,305,-73.96724467,40.76095756,2013-09-07
27720,Sat,16,228,-73.97187886,40.7546011,2013-09-07
27721,Fri,13,438,-73.98564945,40.72779126,2013-09-27
27722,Sat,20,475,-73.98758561,40.73524276,2013-09-14
27723,Mon,18,380,-74.00293877,40.73401143,2013-09-09
27724,Sun,1,250,-73.99565293,40.72456089,2013-09-15
27725,Tue,12,303,-73.99949601,40.72362738,2013-09-24
27726,Thu,8,444,-73.98915076,40.7423543,2013-09-05
27727,Sat,0,468,-73.98192338,40.7652654,2013-09-07
27728,Wed,19,459,-74.007756,40.746745,2013-09-11
27729,Mon,19,482,-73.99931783,40.73935542,2013-09-30
27730,Thu,8,525,-74.0021163,40.75594159,2013-09-12
27731,Fri,13,540,-73.98320928,40.74147286,2013-09-13
27732,Fri,8,360,-74.00887308,40.70717936,2013-09-27
27733,Tue,13,229,-73.99379025,40.72743423,2013-09-17
27734,Mon,17,387,-74.0046073,40.71273266,2013-09-30
27735,Sun,14,363,-74.01713445,40.70834698,2013-09-29
27736,Sun,13,385,-73.96603308,40.75797322,2013-09-15
27737,Mon,18,528,-73.97706058,40.74290902,2013-09-30
27738,Thu,16,152,-74.00910627,40.71473993,2013-09-12
27739,Sat,8,361,-73.99190759,40.71605866,2013-09-21
27740,Tue,18,236,-73.98713956,40.7284186,2013-09-10
27741,Mon,19,320,-74.00583475,40.71743998,2013-09-30
27742,Fri,16,281,-73.97371465,40.7643971,2013-09-13
27743,Fri,14,546,-73.98303529,40.74444921,2013-09-20
27744,Sun,10,247,-74.00483091,40.73535398,2013-09-08
27745,Mon,14,294,-73.9957214,40.73049393,2013-09-09
27746,Mon,16,426,-74.01322069,40.71754834,2013-09-30
27747,Wed,20,358,-74.00711384,40.73291553,2013-09-11
27748,Tue,13,2012,-73.976806,40.739445,2013-09-10
27749,Wed,17,360,-74.00887308,40.70717936,2013-09-18
27750,Sun,17,348,-74.00154702,40.72490985,2013-09-15
27751,Sat,22,157,-73.99612349,40.69089272,2013-09-21
27752,Tue,22,518,-73.9734419,40.74780373,2013-09-17
27753,Sat,16,469,-73.98268129,40.76344058,2013-09-07
27754,Sat,12,2002,-73.963198,40.716887,2013-09-14
27755,Sun,12,2006,-73.97634151,40.76590936,2013-09-01
27756,Sun,16,515,-73.99461843,40.76009437,2013-09-08
27757,Tue,8,422,-73.988038,40.770513,2013-09-17
27758,Wed,18,441,-73.967416,40.756014,2013-09-04
27759,Wed,12,493,-73.98291153,40.7568001,2013-09-04
27760,Wed,21,316,-74.00653609,40.70955958,2013-09-25
27761,Sun,14,326,-73.98426726,40.72953837,2013-09-29
27762,Mon,23,463,-74.00443172,40.74206539,2013-09-02
27763,Mon,7,410,-73.98517977,40.72066442,2013-09-30
27764,Mon,12,167,-73.97604882,40.7489006,2013-09-23
27765,Wed,8,150,-73.98085795,40.7208736,2013-09-25
27766,Mon,14,79,-74.00666661,40.71911552,2013-09-02
27767,Sun,17,301,-73.98368779,40.72217444,2013-09-29
27768,Wed,15,330,-74.00562789,40.71450451,2013-09-18
27769,Wed,15,253,-73.99453948,40.73543934,2013-09-11
27770,Tue,8,488,-73.99372222,40.75645824,2013-09-03
27771,Sat,12,475,-73.98758561,40.73524276,2013-09-21
27772,Wed,8,522,-73.97207836,40.75714758,2013-09-18
27773,Wed,15,127,-74.00674436,40.73172428,2013-09-04
27774,Thu,7,293,-73.9907647,40.73028666,2013-09-12
27775,Tue,14,280,-73.99510132,40.73331967,2013-09-03
27776,Wed,18,271,-73.97805813,40.68528172,2013-09-04
27777,Sun,13,195,-74.01043382,40.70905623,2013-09-08
27778,Tue,12,482,-73.99931783,40.73935542,2013-09-17
27779,Sat,15,482,-73.99931783,40.73935542,2013-09-21
27780,Sun,13,537,-73.98409214,40.74025878,2013-09-22
27781,Thu,15,2006,-73.97634151,40.76590936,2013-09-05
27782,Tue,8,236,-73.98713956,40.7284186,2013-09-17
27783,Sat,16,301,-73.98368779,40.72217444,2013-09-21
27784,Wed,8,274,-73.976682,40.68691865,2013-09-18
27785,Mon,16,137,-73.972924,40.761628,2013-09-16
27786,Thu,8,237,-73.98672378,40.73047309,2013-09-26
27787,Fri,16,326,-73.98426726,40.72953837,2013-09-20
27788,Thu,22,518,-73.9734419,40.74780373,2013-09-12
27789,Mon,20,521,-73.99481051,40.75044999,2013-09-23
27790,Sat,13,346,-74.00618026,40.73652889,2013-09-21
27791,Sun,19,253,-73.99453948,40.73543934,2013-09-01
27792,Mon,21,376,-74.00722156,40.70862144,2013-09-09
27793,Sun,18,358,-74.00711384,40.73291553,2013-09-22
27794,Thu,19,459,-74.007756,40.746745,2013-09-26
27795,Fri,8,317,-73.98185424,40.72453734,2013-09-20
27796,Tue,13,529,-73.99098507,40.7575699,2013-09-24
27797,Wed,14,528,-73.97706058,40.74290902,2013-09-11
27798,Sat,4,369,-74.00026394,40.73224119,2013-09-21
27799,Wed,22,327,-74.01658354,40.7153379,2013-09-11
27800,Sun,11,82,-74.00016545,40.71117416,2013-09-29
27801,Thu,10,367,-73.97069431,40.75828065,2013-09-26
27802,Fri,8,253,-73.99453948,40.73543934,2013-09-20
27803,Fri,17,382,-73.99200509,40.73492695,2013-09-13
27804,Fri,6,470,-74.00004031,40.74345335,2013-09-06
27805,Wed,13,161,-73.99810231,40.72917025,2013-09-18
27806,Tue,12,324,-73.981013,40.689888,2013-09-17
27807,Sun,14,291,-73.984844,40.713126,2013-09-08
27808,Tue,14,2006,-73.97634151,40.76590936,2013-09-10
27809,Thu,8,318,-73.9779874,40.75320159,2013-09-12
27810,Thu,12,492,-73.99093085,40.75019995,2013-09-12
27811,Tue,16,456,-73.97402311,40.7597108,2013-09-03
27812,Fri,8,386,-74.00234482,40.71494807,2013-09-13
27813,Tue,9,285,-73.99074142,40.73454567,2013-09-03
27814,Mon,12,441,-73.967416,40.756014,2013-09-16
27815,Sat,17,466,-73.99144871,40.74395411,2013-09-14
27816,Fri,19,317,-73.98185424,40.72453734,2013-09-13
